Instancias,Plantas,Produtos,Periodos,Bin_vars,Setup_time,Setup_cost,Capacidade,Obj_RF_1_0,Time_RF_1_0,Obj_RF_2_0,Time_RF_2_0,Obj_RF_2_1,Time_RF_2_1,Obj_RF_3_0,Time_RF_3_0,Obj_RF_3_1,Time_RF_3_1,Obj_RF_3_2,Time_RF_3_2,Obj_RF_4_0,Time_RF_4_0,Obj_RF_4_1,Time_RF_4_1,Obj_RF_4_2,Time_RF_4_2,Obj_RF_4_3,Time_RF_4_3,Obj_RF_6_0,Time_RF_6_0,Obj_RF_6_1,Time_RF_6_1,Obj_RF_6_2,Time_RF_6_2,Obj_RF_6_3,Time_RF_6_3,Obj_RF_6_4,Time_RF_6_4,Obj_RF_6_5,Time_RF_6_5,Obj_RF_T_0,Time_RF_T_0
AAA04_12_6_120,6,120,12,8640,high,high,tight,1924860.57,1625.5,1976410.5,1638.38,2020022.7,1678.36,1958341.25,1800.49,1951609.98,1569.2,1946786.19,1801.4,2129323.18,1800.2,2070304.74,1800.4,2016386.6,1800.6,1993769.8,1801.3,2064266.97,1800.35,2038453.25,1247.76,2020914.43,1800.4,2084370.46,1800.5,2001114.45,1800.75,2044731.81,1800.52,2702090.45,1801
AAA04_12_15_10,15,10,12,1800,high,high,tight,375348.34,118.9,374147.48,335.6,374130.57,622.46,374112.94,1171.63,374098.54,1203.9,373976.91,1384.9,374296.96,1800.5,374020.2,1399.5,374073.71,1800.2,374598.95,1800.5,374172.76,1800.13,374104.14,1206.7,374320.64,1800.2,374762.26,1800.12,374527.13,1800.37,374837.88,1800.38,374658.38,1800.1
AAA04_12_15_60,15,60,12,10800,high,high,tight,2080299.02,1686,2062593.74,1800.91,2053567.74,1800.97,2060545.41,1800.86,2058758.5,1800.7,2081706.52,1801.3,2160240.55,1800.5,2133957.35,1801,2106460.9,1801.1,2076539.21,1801.6,2205433.1,1800.5,2207236.57,1801.81,2183010.68,1800.4,2148641.48,1800.32,2120100.37,1800.81,4942462.71,1801.32,2237135.79,1800.6
AAA04_12_15_120,15,120,12,21600,high,high,tight,5079556.67,1702.8,4525828.91,1801.151,5165360.6,1801.95,4690196.94,1800.98,5132741.03,1801.2,5207098.21,1802,4728097.18,1801.1,5013649.4,1800.6,9751199.33,1800.7,9763122.43,1801.5,9080245.56,1800.28,5194555.19,1800.37,5299861.28,1800.3,10756580.92,1800.56,10414410.4,1800.65,10067764.39,1801.6,6577105.84,1800.2
AAA04_12_20_10,20,10,12,2400,high,high,tight,495911.55,690.4,495869.51,1687.85,496393.51,1679.87,495926.29,1800.36,498264.56,1800.4,499908.8,1800.8,496456.35,1800.3,496552.98,1800.3,497398.88,1800.5,498191.82,1800.9,496425.58,1800.2,496725.49,1800.57,497613.25,1800.4,497074.64,1800.51,497218.56,1800.72,498175.16,1801.4,498771.53,1800.2
AAA04_12_20_60,20,60,12,14400,high,high,tight,2649761.14,1803,2647546.41,1801.34,2715842.23,1802.19,2646103.54,1800.97,2728888.02,1801.2,6108852.46,1802.6,2647103.92,1801,2765598.56,1801.2,2723486.48,1801.1,6190678.48,1802.4,2650477.27,1800.68,3360682.29,1800.87,3178875.1,1801.9,6728738.34,1801.37,7076306.33,1801.21,6980838.74,1802.77,3983643.63,1801
AAA04_12_20_120,20,120,12,28800,high,high,tight,6247580.6,1803.1,10762127.94,1801.32,6551684.45,1802.21,10961624.91,1800.7,11865809.51,1800.9,6963828.23,1802.9,11991957.98,1800.5,11985812.03,1800.6,12194416.52,1800.8,12461337.61,1802.6,12672943.85,1800.31,7545800.03,1800.63,7431505.59,1801.5,13080258.88,1800.52,13436819.84,1800.94,13181918.26,1803.14,8394288.69,1800.5
AAB00_12_2_10,2,10,12,240,normal,high,tight,73267.44,1.5,70239.39,0.94,67380.05,2.64,67598.54,1.45,67097.74,2.3,67235.37,5.4,67211.37,2.9,66468.19,4.4,66191.84,8.6,65856.58,11.2,67194.6,18.06,66110.86,21.64,65858.17,24.4,65708.87,21.86,65708.87,45.15,65715.4,71.73,65477.05,409.9
AAB00_12_2_60,2,60,12,1440,normal,high,tight,484759.93,14.3,446476.06,25.6665,432277.59,123.24,439401.23,131.61,430201.51,250.4,428161.52,471.7,433066.76,349.3,426940.82,526.9,425912.43,693.5,424961.21,1162.2,428126.54,1721.5,425544.88,1200.94,424705.79,1261.3,424507.72,1800.38,424058.2,1800.28,424130.12,1800.47,424340.63,1800.1
AAB00_12_2_120,2,120,12,2880,normal,high,tight,900462.92,36.2,858256.04,98.11,831772.89,333.75,843918.99,277.26,826817.14,390.7,824559.52,1094.2,835691.47,476,824491.91,1164.8,822784.91,1382.7,822284.63,1545.3,832762.01,1800.24,822214.33,1202.58,821148.43,1257,821520.79,1800.2,821841.18,1800.28,833821.52,1800.56,820410.98,1800.1
AAB00_12_4_10,4,10,12,480,normal,high,tight,123607.61,7.9,118808.18,10.47,117722.7,13,118901.94,57.57,117616.75,43.5,118083.58,91.4,118150.79,192,117656.08,213.1,117126.18,273.5,117301.57,467.2,117917.44,1435,117272.04,991.72,117305.78,1203.5,117164.66,1305.21,117236.79,1592.63,117360.33,1800.42,117615.09,1800
AAB00_12_4_60,4,60,12,2880,normal,high,tight,680542.31,171.5,661012.93,573.4558,655183.8,938.47,657906.6,1396.94,652611.55,1316.8,655777.63,1656.6,656991.41,1362.8,655121.39,1380.4,657597.38,1574.2,660374.79,1777.1,664774.03,1800.09,668581.56,1202.34,669859.7,1309.8,666610.6,1800.21,683664.15,1800.24,677610.88,1800.32,736278.65,1800.1
AAB00_12_4_120,4,120,12,5760,normal,high,tight,1405770.41,726.2,1351941.03,1478.02,1347340.27,1569.94,1376615.85,1523.39,1370788.08,1527.4,1431675.16,1706.6,1363982.42,1800.1,1408415.59,1431,1399118.35,1800.4,1426470.05,1800.8,1432912.16,1800.08,1473856.82,1205.03,1433409.61,1800.3,1422364.52,1800.29,1552776.46,1800.83,1449350.16,1800.52,1577264.6,1800.3
AAB00_12_6_10,6,10,12,720,normal,high,tight,166949.38,14.3,165036.71,37.48,165029.08,69.72,164697.9,273.43,164008.14,178,164379.56,431.3,164811.48,889.5,164650.88,941,163810.81,683.1,164095.44,1253.8,164711.19,1800.06,164068.78,1200.94,163865.92,1226.3,163839.64,1447.88,164048.5,1800.27,164203.02,1800.46,164972.15,1800.4
AAB00_12_6_60,6,60,12,4320,normal,high,tight,932639.2,797.2,920853.19,1589.92,927271.73,1625.49,939693.58,1800.2,948906.89,1511.3,969074.91,1800.5,949501.98,1800.2,944050.9,1507.9,945181.24,1800.2,950273.7,1800.6,951211.44,1800.08,977794.7,1212.95,959439.08,1800.2,985943.68,1800.29,956714.92,1800.17,986546.93,1800.68,1116524.77,1800.1
AAB00_12_6_120,6,120,12,8640,normal,high,tight,1891970.02,1485.2,1906333.08,1579.27,1950533.12,1669.61,1994109.49,1800.4,1963799.24,1523.2,1934570.02,1801,1934572.56,1800.3,1928139.87,1800.2,1923272.95,1800.8,1927505.62,1801,1985613.22,1800.23,1975968.14,1260.84,1955174.3,1800.6,1955533.18,1800.53,1945502.56,1800.92,1957404.36,1800.44,2167036.67,1800.1
AAB00_12_15_10,15,10,12,1800,normal,high,tight,351642.33,86.4,350766.89,389.81,350855.37,599.02,351032.74,1688.59,350912.09,1449.4,351000.03,1800.4,350815.22,1800.1,351070.64,1800.4,351029.25,1800.1,351355.67,1800.4,351025.43,1800.16,351358.57,1271.9,351250.39,1800.2,351311.68,1800.11,351572.06,1800.27,352585.21,1800.56,351315.22,1800.1
AAB00_12_15_60,15,60,12,10800,normal,high,tight,2092615.2,1742.9,2085685.55,1800.6252,2079110.8,1801.35,2085491.33,1800.52,2085568.05,1800.5,2077764.28,1801.2,2076355.59,1800.3,2077685.7,1800.9,2074382.75,1800.8,2099160.05,1801.1,2081336.82,1800.41,2102099.46,1800.3,2079718.51,1800.3,2080764.19,1800.79,2138668.92,1800.94,2461080.31,1800.92,2272983.94,1800.2
AAB00_12_15_120,15,120,12,21600,normal,high,tight,5153582.59,1700.6,4703703.63,1801.43,5314127.65,1802.51,4849843.16,1800.77,5628606.4,1801.1,9438134.34,1803,4735702.36,1800.7,5428549.73,1801,9056421.3,1800.7,9534851.53,1801.3,9788874.7,1800.35,5389103.79,1800.4,5192359.99,1800.6,9630390.62,1800.39,9006208.28,1800.63,11149873.41,1800.94,4758456.95,1800.7
AAB00_12_20_10,20,10,12,2400,normal,high,tight,462356.33,228.7,462105.42,755.84,462166.78,1072.23,462175.25,1800.56,461979.91,1525.8,462389.65,1724,462134.98,1800.2,462203.3,1714.9,462540.73,1800.3,462880.21,1800.9,462293.6,1800.43,462331.42,1236.81,462856.68,1800.3,462885.99,1800.6,462790.44,1800.5,465074.56,1800.82,463027.11,1800.4
AAB00_12_20_60,20,60,12,14400,normal,high,tight,2909807.26,1802.6,2689804.88,1801.01,2891274.41,1802.37,2687627.91,1801.14,2784048.02,1801.2,5784949.49,1801.6,2894825.35,1801.1,2844646.92,1800.9,2926635.24,1800.9,6052531.45,1801.4,2912969.57,1800.58,3592829.92,1800.78,3113656.04,1800.8,3191667.15,1800.79,5964524.45,1800.76,3756651.94,1801.63,3784353.97,1800.2
AAB00_12_20_120,20,120,12,28800,normal,high,tight,6230558.54,1803.9,10428094.39,1801.11,6557546.25,1801.77,11345204.62,1800.72,11747191.79,1801.3,11927156.23,1801.7,11438576.25,1800.5,6834494.46,1800.5,12649595.06,1800.9,12912943.39,1801.7,13244082.32,1800.35,7639915.57,1800.68,7516857.81,1800.5,13536532.71,1800.54,13610428.66,1800.88,13547347.7,1802.19,8699597.34,1800.3
AAB01_12_2_10,2,10,12,240,normal,high,tight,inf,0.1,inf,0.07,inf,0.06,inf,0.09,inf,0.1,inf,0.1,inf,0.1,inf,0.1,inf,0.3,inf,0.1,inf,0.23,inf,0.16,inf,0.1,inf,0.45,inf,0.15,inf,0.23,inf,0.5
AAB01_12_2_60,2,60,12,1440,normal,high,tight,479173.6,10.8,439824.03,22.92,418069.27,81.51,423506.62,96.25,411722.79,163,408737.1,403.2,415317.49,262.7,408947.75,293.1,407490.23,918.4,407123.87,1261.4,410921.68,1720.99,406958.7,1200.63,406308.23,1240.7,406406.37,1800.22,406013.35,1742.46,405978.44,1800.52,406189.86,1800.1
AAB01_12_2_120,2,120,12,2880,normal,high,tight,931444.17,36.2,847899.02,136.79,829040.47,243.47,837601.84,304.77,819724.05,339.2,817572.49,963.5,831046.09,971.6,818217.66,1293.9,816225.26,1321.1,814842.84,1544.6,824561.26,1800.22,815062.28,1202.28,813970.04,1313.7,813654.05,1800.31,813515.48,1800.34,835873.46,1800.39,812931.03,1800
AAB01_12_4_10,4,10,12,480,normal,high,tight,127779.9,10.7,126148.78,18.02,123945.05,19.92,123992.05,59.27,123264.79,68.1,122880.29,129.3,123418.72,223.7,123142.53,364.2,123039.57,330.5,123099.69,762.9,124001,1800.22,122822.08,1200.68,122644.43,1209.8,122669.82,1561.04,122772.24,1496.2,122893.2,1800.56,123249.73,1800
AAB01_12_4_60,4,60,12,2880,normal,high,tight,694331.92,250.9,673127.11,514.32,665957.85,1135.36,668364.59,1493.73,663179.96,1360.8,669913.94,1664.3,666848.96,1800.1,668415.25,1418.5,668720.08,1800.4,677730.14,1800.3,682182.82,1800.14,685501.94,1204.18,678914.7,1579.2,681713.24,1800.09,686756.36,1800.09,685978.65,1800.6,709209.73,1800
AAB01_12_4_120,4,120,12,5760,normal,high,tight,1453535.08,1061.7,1381773.41,1409.75,1419981.87,1588.4,1422849.62,1800.3,1442505.04,1503.3,1474605.44,1800.6,1394508.26,1800.2,1368153.22,1764.5,1419046.08,1800.3,1468698.75,1800.6,1428889.42,1800.16,1431905.66,1203.04,1422071.5,1777.6,1469233.13,1800.34,1467275.14,1800.66,1468887.57,1800.73,1758853.57,1800.6
AAB01_12_6_10,6,10,12,720,normal,high,tight,175672.42,20.8,174185.08,73.44,174054.02,87.76,174058.36,357.58,173532.84,359.7,173335.61,587.7,173525.52,1469,173162.2,1143.7,173271.01,1106.9,173407.79,1560.3,173317.13,1800.08,173438.86,1201.25,173302.74,1252.6,173388.26,1800.13,173366.35,1800.17,173541.74,1800.26,174451.04,1800
AAB01_12_6_60,6,60,12,4320,normal,high,tight,964962.59,1472.3,950601.71,1693.25,948162.39,1658.84,966425.48,1800.24,972562.48,1545.7,970775.91,1800.4,971744.01,1800.2,966859.42,1800.2,963958.52,1800.3,975464.69,1800.4,999304.93,1800.19,1027934.96,1258.95,1079690.22,1800.1,1076269.92,1800.29,1078586.76,1800.31,1044608.89,1800.42,1083464.56,1800.2
AAB01_12_6_120,6,120,12,8640,normal,high,tight,1977406.92,1612,1965909.88,1721.61,2017976.61,1774.59,1934079.58,1800.39,1923144.96,1572.3,1931992.83,1800.9,1952572.57,1800.3,1938781.91,1800.6,1949763.02,1800.4,1922189.29,1800.8,1990218.39,1800.44,2004900.19,1272.36,1991523.65,1800.4,1994590.94,1800.4,2037936.78,1800.43,2085554.68,1800.39,2598929.92,1800.5
AAB01_12_15_10,15,10,12,1800,normal,high,tight,364584.92,130.3,364373.94,1332.908,364241.35,1366.48,363895.55,1800.21,364101.94,1544.3,365113.4,1800.4,364841.32,1800.2,364685.9,1800.3,364589.8,1800.2,366221.18,1800.5,364641.2,1800.14,364535.56,1255.09,364606.04,1800.3,364448.86,1800.18,365309.36,1800.14,366086.66,1800.29,365307.21,1800.1
AAB01_12_15_60,15,60,12,10800,normal,high,tight,2101075.92,1794.5,2090414.09,1800.59,2086808.07,1801.15,2089876.19,1800.46,2086805.7,1800.5,2112734.3,1801.2,2203927.95,1800.5,2173044.18,1800.7,2139598.68,1800.7,2140474.06,1801.5,2091037.67,1800.32,2301697.26,1800.6,2089057.5,1800.3,2224369.46,1800.71,2271360.99,1801.33,2355027.89,1801.1,2400626.08,1801.2
AAB01_12_15_120,15,120,12,21600,normal,high,tight,5026471.43,1744.3,4554217.78,1801.49,5108389.56,1802.5,4769386.28,1800.84,5043977.02,1801.1,8809529.37,1801.7,5585837.48,1800.4,5415949.61,1800.8,9889662.74,1801.7,9758036.78,1803.4,9446395.07,1800.21,5280121.8,1800.39,5430620.02,1800.6,9739111.54,1800.38,9660017.87,1800.56,10020107.41,1800.97,9686664.08,1800.2
AAB01_12_20_10,20,10,12,2400,normal,high,tight,467747.07,315.9,467444.69,1642.76,468290.79,1753.59,467795.49,1800.24,468069.73,1800.5,468450.67,1800.9,468403.41,1800.1,468532.48,1800.3,468388.36,1800.6,468657.6,1800.6,468645.16,1800.14,468451.04,1462.11,468464.87,1800.4,469152.05,1800.24,468810.8,1800.16,469173.66,1800.81,469395.08,1800.1
AAB01_12_20_60,20,60,12,14400,normal,high,tight,2683985.87,1802.9,2655796.95,1801.1,3261329.06,1801.9,2659480.99,1800.77,2677097.73,1801,3402182.02,1801.5,3208546.32,1800.7,3321545.42,1801,3350927.28,1801,6412410.86,1801.3,3017405.33,1800.82,3069794,1800.81,2979908.4,1800.6,3044311.13,1800.88,5909741.12,1800.8,6190775.34,1801.3,3096056.07,1800.1
AAB01_12_20_120,20,120,12,28800,normal,high,tight,6212676.85,1803.5,6174288,1801,6669870,1802.6,11275082.97,1801.14,11795096.02,1801,7097520.28,1801.4,13080645.77,1800.6,12633467.46,1800.8,7089878.59,1800.9,12497831.25,1801.8,13185742.14,1800.47,7447687.03,1800.53,7492069.65,1800.6,13186365.68,1801.11,13228083.89,1800.76,13045312.34,1801.22,11983360.23,1800.8
AAB02_12_2_10,2,10,12,240,normal,high,tight,71502.17,2.2,69004.97,1.76,68960.11,2.82,67755.25,2.58,67596.26,2.9,66631.1,5.3,67795.96,4.3,66854.1,6.9,66615.98,6.9,66256.87,11.3,66745.19,13.22,66717.98,25.37,66615.98,32.5,66256.87,18.6,66256.87,38.23,66256.87,51.57,66256.87,379.3
AAB02_12_2_60,2,60,12,1440,normal,high,tight,452335.26,18.4,416322.91,40.91,405246.36,64.62,411737.97,77.55,402358.41,137.5,400849.06,289.3,408694.55,178.3,401086.82,368.7,399296.4,410.1,399258.76,948,405587.8,891.15,399334.75,1011.53,399062.55,1165.2,398779.13,1239.11,398733.25,1444.94,398675.62,1600.15,398956.4,1800.1
AAB02_12_2_120,2,120,12,2880,normal,high,tight,924524.2,67.4,833225.11,66.64,810453.2,279.1,821500.29,414.46,803741.82,572,801934.54,1035.2,812824.85,990.4,801885.16,1158.3,799225.79,1332.2,797423.01,1479.2,805768.34,1800.18,798506.41,1200.65,797056.95,1238.3,796423.9,1800.32,796047.35,1800.18,804457.83,1800.5,795628.51,1800.1
AAB02_12_4_10,4,10,12,480,normal,high,tight,110922.79,6.2,110682.12,7.45,110940.97,13.37,109894.02,24.05,109830.47,24.7,109959.63,61.7,109928.73,114.4,109944.12,174.2,109692.59,152.1,109775.97,257.6,109575.78,610.4,109567.6,673.65,109459.36,887.8,109572.86,743.64,109515.58,998.7,109629.61,1313.4,109814.46,1800.1
AAB02_12_4_60,4,60,12,2880,normal,high,tight,703007.74,386.8,671838.61,915.76,665680.01,1225.35,666155.1,1482.87,661906.1,1502.6,668168.07,1800.5,667995.07,1800.1,666410,1777.9,665378.96,1800.3,676735.41,1800.3,678199.97,1800.11,686356.22,1205.94,679652.05,1800.1,687893.1,1800.1,687603.61,1800.2,696283.9,1800.29,675592.9,1800
AAB02_12_4_120,4,120,12,5760,normal,high,tight,1421780.39,1072.2,1354497.17,1418.23,1349316.19,1571.86,1392922.9,1492.8,1405320.98,1503.5,1427312.9,1709.2,1352735.71,1800.2,1387146.88,1466.2,1365342.38,1800.4,1417307.82,1800.4,1393471.68,1800.15,1477231.06,1203,1409904.6,1800.3,1405999.24,1800.36,1407527.88,1800.51,1433406.92,1800.27,1666971.03,1800.1
AAB02_12_6_10,6,10,12,720,normal,high,tight,165159.12,17.6,162518.45,38.65,162395.62,47.78,162370.57,195.97,161719.54,188.2,161564.46,341.9,161530.03,749.7,161895.7,837.3,161741.53,759.9,161460.11,993.3,161547.27,1800.12,161459.24,1200.53,161557.24,1226.1,161566.85,1800.17,161839.02,1800.2,162017.13,1800.31,163893.05,1800.1
AAB02_12_6_60,6,60,12,4320,normal,high,tight,940097.63,904.4,928891.89,1498.82,930663.42,1583.32,936953.79,1520.15,934592.65,1507.5,950897.57,1800.7,948512.69,1800.2,960193.87,1562.3,950490.87,1800.2,954286.23,1800.5,975947.68,1800.06,975263.06,1215.91,966755.5,1800.2,962527.91,1800.55,1022906.28,1800.18,967622.94,1800.42,1037033.7,1800.2
AAB02_12_6_120,6,120,12,8640,normal,high,tight,1929799.32,1643,1959135.71,1648.91,1946149.9,1662.47,2042427.13,1800.49,1998716.25,1516.3,1980807.99,1801.1,1968209.82,1800.2,1947082.01,1800.3,1949385.54,1800.4,1956995.73,1800.7,2042754.37,1800.32,2032926.77,1258.95,2037962.25,1800.3,1984171.31,1800.31,2067971.06,1800.63,1988321.39,1800.78,2683222.2,1800.4
AAB02_12_15_10,15,10,12,1800,normal,high,tight,363141.04,127.6,362534.41,415.78,362308.58,643.96,362449.81,1471.06,362571.32,1195.1,362710.85,1687.8,362593.45,1800.2,362209.64,1800.4,362298.68,1800.3,362579.59,1800.3,362605.9,1800.11,363651.45,1246.39,362744.87,1800.4,362543.31,1800.18,363049.89,1800.24,364192.67,1800.29,362729.02,1800
AAB02_12_15_60,15,60,12,10800,normal,high,tight,2102894.12,1716.8,2099592.81,1800.89,2095299.16,1801.14,2095375.07,1800.58,2091728.29,1800.6,2158926.54,1801.3,2093766.1,1800.6,2089334.71,1800.9,2091429.84,1800.7,2383925.27,1801.2,2091911.74,1800.33,2091932.67,1800.53,2092805.1,1801.3,2199401.6,1800.37,2257795.29,1800.63,4756298.86,1801.06,2348652.3,1800.7
AAB02_12_15_120,15,120,12,21600,normal,high,tight,5146552.15,1691.6,4539518.57,1801.363,5006436.84,1801.89,5003557.74,1800.9,5118768.25,1801.2,5362940.82,1801.8,5307503.54,1800.5,5044433.58,1800.7,9153543.6,1800.9,9906551.65,1802.3,8976739.83,1800.41,5222601.16,1800.36,9232043.12,1800.4,10063051.12,1800.23,9701249.01,1800.69,9633371.72,1800.88,9197168.87,1800.1
AAB02_12_20_10,20,10,12,2400,normal,high,tight,468411.34,202.2,468184.23,955.68,468244.58,1272.01,468294.9,1800.46,468215.67,1513.9,468526.96,1800.7,468305.58,1800.4,468523.53,1767.1,468465.79,1800.3,468716.49,1800.6,468858.38,1800.24,468882.64,1223.67,468917.9,1800.2,468951.53,1800.25,469077.89,1800.26,470297.12,1801.1,468880.26,1800.2
AAB02_12_20_60,20,60,12,14400,normal,high,tight,2687250.43,1802.2,2681018.16,1801.57,2993581.74,1802.09,2678210.6,1801.13,2683827.86,1801.2,6081637.33,1802.3,2863552.38,1800.7,2811604.66,1801,3094253.99,1800.9,6329353.02,1801.4,2704212.82,1800.42,3108718.41,1800.84,3211166.19,1801,6579340.73,1800.88,6407599.45,1800.82,6491414.87,1801.23,3053078.16,1800.6
AAB02_12_20_120,20,120,12,28800,normal,high,tight,6135845.24,1803.3,6526363.55,1800.95,6921858.07,1801.82,11577187.77,1800.96,6804960.12,1801,7152655.29,1801.8,13004248.56,1800.7,7170589.34,1800.7,12358349.19,1800.8,12870821.43,1801.7,12911404.14,1800.3,7197664.3,1800.67,7565717.77,1800.5,13563890.84,1800.53,14038109.59,1801.06,13929921.22,1801.37,8551073.28,1801.1
AAB03_12_2_10,2,10,12,240,normal,high,tight,86961.17,1.8,86870.79,1.26,85530.43,3.04,86751.59,2.41,84848.58,2.3,84532.41,4.4,84532.41,3.1,84668.7,5.6,84532.41,7.6,84683.36,14.5,83953.9,23.53,83902.58,32.05,83322.74,30.7,83301.46,38.54,83332.68,55.21,83215.67,98.48,83232.94,1800.2
AAB03_12_2_60,2,60,12,1440,normal,high,tight,491809.07,10.1,439504.17,22.62,421158.97,56.19,426798.21,91.45,413749.91,145.1,412358.21,336.5,421304.48,208.3,412638.65,411,410459.65,575.8,409885.39,630.9,415024.21,1282.67,410197.21,1201.49,409681.28,1209.8,409241.37,1559.22,409327.94,1613.47,409065.87,1721.8,408904.9,1800.1
AAB03_12_2_120,2,120,12,2880,normal,high,tight,995584.02,30,889860.4,97.2,868165.54,282.61,876264.4,274.44,859139,494.5,852595.04,1131.7,865301.94,938.3,854154.6,808.3,850241.18,1410.4,849392.48,1783.8,858310.37,1800.32,849704.51,1200.49,848676.33,1295.3,847986.76,1800.23,847434.72,1800.33,865932.36,1800.28,846825.35,1800.1
AAB03_12_4_10,4,10,12,480,normal,high,tight,117701.97,5.1,115988.91,6.33,114907.37,13.21,114793.9,23.32,114818.28,25.6,114669.88,43.9,115625.17,108.1,114694.68,139.1,114609.6,156.8,114489.24,265.3,114512.68,731.29,114513.01,755.13,114580.23,438.9,114450.42,910.02,114279.61,952.67,114484.78,1756.31,114967.18,1800.1
AAB03_12_4_60,4,60,12,2880,normal,high,tight,717656.49,272.6,685119.13,975.0689,678111.68,1331.27,679658.57,1484.14,674400.19,1458.8,678676.59,1600.4,680488.01,1800.1,681154.73,1384.5,681144.87,1800.4,683348.49,1800.4,687756.92,1800.07,696412.08,1203.28,696455.37,1800.2,694625.33,1800.23,693633.25,1800.22,710211.13,1800.59,693184.1,1800.1
AAB03_12_4_120,4,120,12,5760,normal,high,tight,1401878.36,764.5,1373111.93,1355.36,1368710.49,1558.95,1425519.43,1399.38,1397699.03,1470.2,1428383.18,1694.4,1379794.72,1800.3,1372541.76,1438.8,1392476.95,1800.5,1414680.1,1800.5,1411196.72,1800.13,1450673.4,1207.59,1421300.48,1800.2,1434075.02,1800.21,1444569.87,1800.26,1493322.46,1800.43,1605441.39,1800.2
AAB03_12_6_10,6,10,12,720,normal,high,tight,161668.95,14.6,159895.7,21.37,159668.37,29.95,160296.81,164.64,159348.3,123.6,159310.74,217,159398.58,313.9,159225.61,393.4,159070.46,412.1,159322.49,710.8,159569.74,1586.74,159606.5,1201.13,159576.32,1228.8,159448.48,1665.88,159332.05,1770.19,159409.23,1696.64,159150.53,1800
AAB03_12_6_60,6,60,12,4320,normal,high,tight,965084.64,1027.9,956511.32,1544.7399,952931.45,1707.75,976483.04,1800.3,969805.88,1514.5,971726.66,1800.6,962273.66,1800.2,972344.34,1800.1,969168.99,1800.3,972056.28,1800.4,986554.78,1800.06,983617.52,1243.35,993246.1,1800.2,975101.46,1800.14,1008345.14,1800.15,979681.19,1800.86,1036970.88,1800.1
AAB03_12_6_120,6,120,12,8640,normal,high,tight,1889487.93,1513.3,1931338.02,1556.91,1946635.3,1653.61,2112190.96,1800.35,2041589.18,1511.2,2047437.91,1801,1974587.02,1800.4,1956692.93,1785.8,1949625.16,1800.5,2000926.65,1801.6,1960916.03,1800.11,1966132.15,1218.89,1952581.08,1800.7,1945678.77,1800.64,1992596.49,1800.6,2033147.6,1800.72,2122022.2,1800.5
AAB03_12_15_10,15,10,12,1800,normal,high,tight,355850.68,85.4,355445.57,412.66,355134.51,525.11,355172.88,1390.27,355218.78,1334.5,355347.39,1761.5,355240.11,1800.1,355626.64,1800.5,355224.03,1800.2,356090.04,1800.4,355422.6,1800.13,355687.68,1233.18,355335.72,1800.3,355560.27,1800.45,355628.75,1800.24,355832.34,1800.28,356157.33,1800.1
AAB03_12_15_60,15,60,12,10800,normal,high,tight,2095176.3,1678.4,2086103.61,1801.0647,2079883.67,1801.37,2084685.98,1800.64,2079208.75,1801,2103564.13,1801.4,2082473.93,1800.5,2078113.25,1800.6,2074145.99,1801.1,2259405.48,1801.2,2281783.39,1800.25,2253322,1800.55,2215308.2,1800.5,2178142.32,1800.39,2145461.66,1800.59,2387896.61,1800.98,2261207.97,1800.4
AAB03_12_15_120,15,120,12,21600,normal,high,tight,4961280.9,1693.4,5246176.33,1801.67,4987274.23,1802.05,4883160.72,1800.65,5038650.88,1801.6,5105229.7,1801.6,8077974.71,1800.7,5028327.33,1800.7,8974504.14,1800.8,9087641.63,1801.3,9442288.84,1800.32,5336033.45,1800.49,5070979.96,1800.4,9373397.4,1800.41,8923065.44,1800.81,8730289.57,1800.89,5187394.41,1800.2
AAB03_12_20_10,20,10,12,2400,normal,high,tight,469081.95,288,468085.69,1258.82,467830.85,1458.14,468193.55,1800.21,467836.56,1574.3,469154.83,1800.5,468392.93,1800.3,468086.56,1800.6,469197.39,1800.6,469661.56,1800.5,468450.22,1800.3,469218.58,1235.73,468444.95,1800.3,468995.54,1800.38,469303.3,1800.31,470040.38,1800.46,468938.86,1800.2
