Instancias,Plantas,Produtos,Periodos,Bin_vars,Setup_time,Setup_cost,Capacidade,Obj_RF_1_0,Time_RF_1_0,Obj_RF_2_0,Time_RF_2_0,Obj_RF_2_1,Time_RF_2_1,Obj_RF_3_0,Time_RF_3_0,Obj_RF_3_1,Time_RF_3_1,Obj_RF_3_2,Time_RF_3_2,Obj_RF_4_0,Time_RF_4_0,Obj_RF_4_1,Time_RF_4_1,Obj_RF_4_2,Time_RF_4_2,Obj_RF_4_3,Time_RF_4_3,Obj_RF_6_0,Time_RF_6_0,Obj_RF_6_1,Time_RF_6_1,Obj_RF_6_2,Time_RF_6_2,Obj_RF_6_3,Time_RF_6_3,Obj_RF_6_4,Time_RF_6_4,Obj_RF_6_5,Time_RF_6_5,Obj_RF_T_0,Time_RF_T_0
ABB04_12_6_120,6,120,12,8640,normal,normal,tight,1569376.87,125.3,1568818.86,227.3849,1568491.89,262.45,1568704.7,252.55,1568526.26,627.3,1568524.77,524.1,1568683.58,242.1,1568577.71,362.6,1568433.32,467.6,1568508.05,1341.9,1568362.13,1089.08,1568436.37,725.2,1568319.27,1224.3,1568358.76,1368.19,1568593.02,1576.21,1568758.32,1727.79,1568324.27,1800.2
ABB04_12_15_10,15,10,12,1800,normal,normal,tight,323860.2,18.9,323847.73,20.01,323835.96,45.49,323835.36,37.13,323827.25,45.1,323824.7,61,323826.2,37.8,323822.45,72.2,323821.58,107.9,323821.58,203.1,323835.36,192.59,323827.02,130.98,323821.58,168,323821.58,149.84,323821.58,372.95,323821.58,405.91,323821.58,444.9
ABB04_12_15_60,15,60,12,10800,normal,normal,tight,1805657.86,427.6,1805320.75,595.31,1805311.41,1077.67,1805061.97,1256.58,1805077.75,1481.5,1805186.22,1719.5,1804960.57,1119.5,1804997.83,1760.9,1805192.73,1801.8,1805888.48,1801.9,1805421.04,1710.96,1805642.47,1165.53,1805321.86,1620.2,1805432.49,1769.05,1805439.99,1800.71,1806298.43,1801.26,1821151.6,1800.2
ABB04_12_15_120,15,120,12,21600,normal,normal,tight,3648063.05,1376.2,3652846.39,1555.7645,3953222.69,1703.42,3644927.81,1163.97,3884024.14,1584.6,4262697.26,1757.2,3645853.02,1382.7,3645502.07,1534.2,3654590.66,1741.6,8601256.51,1802,3645472.4,1751.05,3647521.22,1539.97,3645422.76,1802.1,3663597.87,1800.42,3648315.08,1800.58,3736163.28,1800.9,3648963.71,1800.4
ABB04_12_20_10,20,10,12,2400,normal,normal,tight,421063.31,130.1,421005.54,534.91,420952.18,678.49,420980.11,1238,420969.72,1337.3,421002.32,1726.4,420992.31,1609.3,421049.86,1800.7,421016.74,1800.5,421134.47,1800.8,421075.02,1800.38,421073.2,1313.42,421081.45,1800.3,421092.34,1800.35,421018.68,1800.39,421224.99,1800.34,421209.92,1800.1
ABB04_12_20_60,20,60,12,14400,normal,normal,tight,2391060.27,1134.4,2390752.49,1078.66,2394504.76,1635.97,2390666.33,1239.14,2392481.51,1545.8,2393559.33,1755.1,2391104.4,1587.3,2391224.39,1716.4,2393016.22,1758.4,4630968.59,1802.1,2392151.35,1800.76,2391516.85,1404.55,2394518.13,1801.2,2391540.25,1800.9,2390941.78,1801.21,2435508.17,1801.79,2394459.33,1800.2
ABB04_12_20_120,20,120,12,28800,normal,normal,tight,10073811.35,1774.4,5565016.43,1626.123,6399850.47,1803.39,5781181.48,1619.85,6251340.89,1801.1,11028664,1804.3,5401742.79,1800.8,5726361.12,1781.2,10445280.61,1801.4,11409490.97,1802.3,4779527.87,1800.41,5604280.1,1545.45,5502793.31,1800.5,4794426.23,1800.5,11017881.07,1800.66,11955998.62,1801.43,4782407.46,1800.3
NAA00_12_2_10,2,10,12,240,high,high,normal,62264.08,0.6,61300.26,0.81,60776.11,1.88,62186.44,1.22,61706.1,1.9,61500.6,4.6,61656.75,2.5,60310.07,2.7,60270.03,3.5,60978.19,8.9,60835.31,6.22,60311.14,7.08,60245.28,10,60192.3,12.91,60138.83,15.8,60138.83,24.57,60138.83,111.4
NAA00_12_2_60,2,60,12,1440,high,high,normal,419061.66,10.9,408009.5,36.32,401074.32,98.09,411351.95,121.1,398921.73,262.8,397394.77,413.9,404509.51,629.2,397721.93,768.8,396666.15,976.7,396887.08,1220.4,407413.02,1197.21,396301.93,1131.45,396134.38,1207.1,395759.12,1265.01,395708.56,1428.63,395830.87,1450.9,396090.13,1800.3
NAA00_12_2_120,2,120,12,2880,high,high,normal,826460.68,18.5,824167.01,79.05,793788.5,234.05,812431.83,217.5,790228.03,415.2,788321.22,791.8,807353.68,468.9,789731.01,784,787921.06,1050.9,786345.66,1205.3,798678.5,1580.58,787658.75,979.91,786939.92,1206.9,786881.73,1290.54,794432.2,1387.99,799663.05,1441.71,784896.12,1800.2
NAA00_12_4_10,4,10,12,480,high,high,normal,119249.7,5.2,116536.56,15.41,114916.01,17.86,115668.92,66.89,114642.01,79.5,115147,100.3,115229.67,202,114527.08,208,114432.83,237.2,114622.78,308.5,114583.66,1058.4,114804.83,909.65,114624.39,1133.1,114523.65,961.79,114606.21,1468.29,114540.18,1448.22,114833.56,1800.1
NAA00_12_4_60,4,60,12,2880,high,high,normal,663502.6,50.9,653907.09,366.72,649049.48,693.9,651322.84,1250.9,646723.51,1199.4,647790.26,1505.6,650162.4,1332.7,646984.49,1355.8,645920.39,1518.8,653711.02,1657.6,664178.78,1800.29,664623.39,1202.85,665132.55,1304.5,662772,1800.63,659599.52,1800.37,674944.04,1800.96,675719.12,1800.1
NAA00_12_4_120,4,120,12,5760,high,high,normal,1348532.92,214.4,1336457.57,1041.9057,1335151.79,1437.47,1345605.07,1450.25,1368225.94,1398,1406247.12,1648.1,1356633.8,1685.5,1378277.6,1366.9,1385021.28,1618.9,1415861.52,1800.8,1363509.03,1800.13,1379207.58,1203.16,1369268.37,1474.7,1358758.14,1800.53,1388292.05,1801.05,1438794.36,1801.01,1424433.26,1800.1
NAA00_12_6_10,6,10,12,720,high,high,normal,163899.29,15.1,162015.4,42.03,160760.48,66.14,161407.4,301.69,160910.71,298.3,160563,553.1,160299.8,721.9,160223.23,604.2,160480.39,958,160110.25,1453.3,160455.59,1800.18,160581.14,1201.47,160444.46,1249.5,160673.21,1800.38,160582.55,1800.41,160404.4,1800.73,161324.52,1800.1
NAA00_12_6_60,6,60,12,4320,high,high,normal,920345.51,314.7,912967.71,1531.39,920991.98,1635.03,925839.73,1580.09,927031.77,1513.4,932608.47,1780.3,926034.61,1800.2,935173.6,1800.3,935822.05,1800.6,933559.09,1800.6,945819.81,1800.41,948724.89,1212.78,942645.82,1800.4,939194.45,1800.83,941307.51,1800.44,936916.59,1801.12,992759.13,1800.1
NAA00_12_6_120,6,120,12,8640,high,high,normal,1854778.32,958.8,1889266.46,1601.73,1897417.31,1664.86,1911871.89,1800.78,1898499.3,1526.1,1888649.82,1801.3,1904368.04,1800.5,1893874.16,1767.5,1888320.09,1801.6,1892333.4,1802.2,1976964.39,1800.49,1968660.85,1234.09,1953342.97,1800.9,1940643.77,1800.61,1927907.59,1801.23,1934502.48,1801.46,2092740.18,1800.3
NAA00_12_15_10,15,10,12,1800,high,high,normal,347061.92,99.1,346624.26,810.66,346544.57,973.41,347600.43,1800.27,347110.94,1608.4,348110.24,1800.8,347348.95,1800.7,347311.24,1800.5,347328.59,1800.6,347253.99,1800.6,347805.41,1800.1,347575.06,1395.42,347363.66,1800.4,347742.61,1800.14,347258.53,1800.32,348396.34,1800.94,347753.93,1800.2
NAA00_12_15_60,15,60,12,10800,high,high,normal,2088004.34,1680.5,2074226.57,1801.42,2072306.97,1801.7,2075066.95,1800.63,2070118.36,1801,2090346.17,1802,2072614.89,1800.6,2066507.89,1800.8,2120637.11,1800.9,2357877.79,1801.8,2286513,1800.85,2257535.21,1800.69,2219868.08,1800.7,2178866.92,1800.97,2143212.28,1800.59,2154990.33,1801.2,2562507.79,1800.5
NAA00_12_15_120,15,120,12,21600,high,high,normal,5030548.54,1683.8,5054430.24,1801.84,5352214,1803.12,5685309.58,1802.28,5391314.52,1802.1,5613258.59,1804.8,5736655.69,1801.5,5075004.78,1801,9442339.99,1801.2,5693440.56,1802.6,10278225.61,1801.13,5439047.97,1800.71,5693198.58,1801,10182282.76,1800.57,10615757.14,1800.9,5857456.14,1801.4,4703405.64,1634
NAA00_12_20_10,20,10,12,2400,high,high,normal,455923.8,178.6,455424.52,1115.3,455704.29,1479.97,455462.19,1800.3,455266.63,1591.5,455764.08,1801.1,455889.47,1800.3,455680.96,1800.3,455764.5,1800.6,456264.85,1801.2,455891.49,1800.27,455471.85,1283.89,455719.68,1800.2,455679.7,1800.28,456575.03,1800.48,456502.14,1800.75,460983.55,1800.1
NAA00_12_20_60,20,60,12,14400,high,high,normal,2673166.75,1805.5,2671063.47,1801.54,2815277.92,1802.74,2683230.19,1801.7,2850885.66,1801.5,3500550.27,1802.9,3031166.52,1801.2,3131435.24,1801.6,3526717.96,1802.1,6466717.7,1802.6,3345067.08,1800.6,3283133.65,1800.95,3520528.58,1801.5,3664434.94,1802.19,3684838.1,1801.1,3875088.48,1801.42,3090210.38,1800.5
NAA00_12_20_120,20,120,12,28800,high,high,normal,10080264.44,1802.5,10436059.43,1801.24,6756167.07,1802.94,6624391.52,1800.87,6742735.11,1801.5,6987844.17,1802.1,13547982.96,1800.5,12682503.04,1800.8,13130923.26,1801.3,13178464.02,1802.6,13636590.2,1800.56,7189753.98,1801.01,13623577.23,1800.8,14632029.34,1800.69,14513450.71,1801.62,14739027.66,1801.14,8048372.87,1800.2
NAA01_12_2_10,2,10,12,240,high,high,normal,65216.05,0.7,64816.09,0.7901,64717.63,1.83,64321.01,1.43,64279.2,2.8,64036.03,3.9,64442.79,1.3,64068.84,2.7,64037.7,3.1,63884.17,5.4,64133.57,3.51,63914.71,4.48,63941.97,4.3,63941.82,6.85,63941.82,15.96,63866.51,22.3,63866.51,33.2
NAA01_12_2_60,2,60,12,1440,high,high,normal,415322.42,7.5,402586.9,29.55,392971.53,88.6,399602.76,75.78,390023.12,155.5,388922.76,310.4,396658.3,157.7,389317.55,250.1,388231.16,362.7,387676.59,544.7,393897.69,1051.27,388366.89,954,387665.46,1204.1,387502.53,1081.27,387353.47,1383.69,386975.45,1373.31,387523.26,1800.2
NAA01_12_2_120,2,120,12,2880,high,high,normal,825702.41,26.4,823958.68,88.98,793892.68,247.87,809006,244.27,788728.81,402.4,786533.73,851.4,813618.1,497,786916.79,959.4,784426.82,1240.7,783486.89,1232.7,795169.2,1800.52,784146,1200.61,783687.75,1203.3,783256.07,1274.5,784410.68,1409.45,792453.99,1671.03,783289.73,1800.1
NAA01_12_4_10,4,10,12,480,high,high,normal,123705.88,7.4,121045.39,9.82,121413.23,27.85,121628.68,72.5,121034.38,59.6,120581.62,106.3,120902.51,202.2,121250.4,440.6,120636.54,414.9,120530.65,436.8,120501.71,1036.68,120552.02,1201.27,120517.18,1215.3,120598.91,1212.97,120512.18,1572.27,120619.45,1647.19,121222.41,1800.1
NAA01_12_4_60,4,60,12,2880,high,high,normal,680731.99,89,662297.76,413.8,658943.11,889.1,659533.4,1402.76,656049.13,1401.6,664179.56,1540.3,660650.63,1695.2,659751.3,1387.1,659668.77,1540.7,660710.58,1774.1,672858.69,1800.32,675436.03,1202.09,680585.19,1631.5,674352.46,1800.52,678919.74,1800.38,675649.31,1801.01,712431.92,1800.5
NAA01_12_4_120,4,120,12,5760,high,high,normal,1397781.79,387.9,1359616.37,1318.94,1356281.69,1502.08,1395258.77,1464.62,1412223,1425.3,1407793.85,1642.7,1412311.13,1693.3,1380449.92,1443.4,1394874.33,1728.2,1429602.11,1801.2,1389316.68,1800.24,1450208.43,1207.47,1388889.84,1647.9,1388039.32,1800.36,1459144.37,1800.4,1474359.9,1800.5,1438610.65,1800.3
NAA01_12_6_10,6,10,12,720,high,high,normal,174169.28,13.6,172287.67,91.31,171751.33,124.36,171903.82,535.99,171557.17,563.7,171530.75,720.6,171808.86,1429.5,171475.31,1364.4,171337.87,1565.1,171351.04,1677.5,171952.11,1800.13,171487.96,1202.54,171489.09,1377.3,171303.28,1800.23,171378.75,1800.23,171530.05,1800.34,171739.88,1800.1
NAA01_12_6_60,6,60,12,4320,high,high,normal,944267.51,657.3,936183.05,1531.24,940266.92,1652.67,952249.79,1648.6,954172.71,1519,951125.56,1800.9,974692.94,1800.2,971641.84,1594.7,961571.53,1800.7,989565.5,1800.7,979655.22,1800.46,1013133.98,1226.98,1001115.74,1800.3,976312.89,1800.45,981359.84,1800.61,1010310.95,1800.93,1031691.97,1800.2
NAA01_12_6_120,6,120,12,8640,high,high,normal,1865476.24,1285.2,1963915.19,1610.55,1937016.32,1651.91,2050002.71,1800.55,1986682.29,1518.9,1937336.87,1801.7,1996770.82,1801.7,1970121.93,1800.8,1949005.78,1800.7,1920391.04,1801.5,1979080.4,1800.61,1973525.68,1305.3,1956246.68,1800.7,1942366.99,1800.48,1926638.08,1801.45,2016572.58,1801.14,2112999.16,1800.2
NAA01_12_15_10,15,10,12,1800,high,high,normal,358006.56,226,356815.3,1361.6413,356868.6,1418.67,357324.63,1800.16,356918.59,1661.7,358925.23,1800.6,358111.61,1800.3,357625.54,1800.3,358407.84,1800.3,358876.62,1800.7,357673.52,1800.35,357683.96,1411.62,358727.66,1800.3,358301.56,1800.27,358007.18,1800.24,359431.98,1800.27,359981.87,1801.2
NAA01_12_15_60,15,60,12,10800,high,high,normal,2076511.67,1685.7,2077737.82,1801.07,2072852.47,1801.92,2075396.83,1800.49,2067448,1801.3,2163761.2,1802.7,2072443.16,1800.9,2077968.42,1800.8,2131769.31,1801.6,2614747.56,1801.6,2233246.53,1800.36,2209813.88,1800.58,2178591.15,1800.6,2148876.08,1800.74,2679882.23,1800.94,2974456.7,1801.18,2300592.56,1800.5
NAA01_12_15_120,15,120,12,21600,high,high,normal,4849968.94,1684.3,4692337,1801.34,5205680.54,1802.39,5648753.47,1801.46,5012836.25,1801.1,5641758.08,1802.8,5561982.78,1800.8,5625734.03,1801,5852309.53,1801.1,5852049.29,1803.1,5642428.37,1800.27,5353995.35,1801.66,5376805.03,1800.8,9715818.35,1800.7,9231665.12,1800.94,10254059.67,1800.94,4919767.64,1800.6
NAA01_12_20_10,20,10,12,2400,high,high,normal,459558.4,410.1,460355.9,1703.7,460096.41,1753.79,460278.58,1800.71,459950.5,1801.1,461037.55,1800.9,460416.07,1800.4,460359.46,1800.8,460516.49,1800.5,460765.41,1801.5,460370.9,1800.16,460545.63,1800.27,460214.76,1800.8,461074.88,1801.17,460568.63,1800.85,461169.49,1801.7,463107.07,1800.2
NAA01_12_20_60,20,60,12,14400,high,high,normal,2644203.16,1803.1,2645181.87,1801.78,3222074.05,1802.52,2654792.28,1801.04,3294187.51,1801.2,6313388.17,1802.6,2791842.7,1801.9,3377070.99,1800.7,3229811.67,1801.2,3896283.21,1803,2712707.15,1800.77,3406768.41,1800.95,3302363.12,1803.4,6449587.48,1801.47,3959031.83,1801.12,4061517.13,1801.44,3108280.47,1801
NAA01_12_20_120,20,120,12,28800,high,high,normal,5862834.05,1792.3,6221541.79,1801.3,6651657.8,1802.98,6687146.1,1801.11,12280101.1,1801.1,7243579.58,1803.6,13191295.07,1800.8,12449360.79,1801,13117808.44,1801.4,7278051.13,1802.3,13316207.67,1801.05,7499647.35,1800.94,13105390.24,1800.8,13970204.86,1801.04,13881744.95,1800.99,13963671.74,1801.49,8597374.01,1800.3
NAA02_12_2_10,2,10,12,240,high,high,normal,64887.93,1,64770.73,1.26,62571.35,2.5,63282.11,1.66,62733.84,3.3,61994.49,4.6,63571.24,5.8,62647.2,5.9,62152.05,10.8,62210.45,8,62400.22,20.48,62116.15,21.66,62152.05,29.3,62104.36,36.14,62071.05,39.13,62086.4,52.87,61994.49,358.5
NAA02_12_2_60,2,60,12,1440,high,high,normal,417705.07,6.9,405715.95,10.93,392746.03,45.67,402014.31,53.35,391631.26,93.3,390091.06,193.1,398728.77,248.5,390939.73,223.5,389939.79,348.6,389315.65,514.7,394235.26,336.93,388859.06,332.32,388633.39,410.8,388565.33,825.67,388308.39,957.48,388455.44,1064.19,388326.36,1800.1
NAA02_12_2_120,2,120,12,2880,high,high,normal,810727.67,24.4,800478.81,64.4,780344.95,222.03,799316.14,192.24,776811.81,293.5,774911.1,589.6,792640.68,457.5,775174.57,999.9,773642.48,937.4,773239.92,1133.8,784483.87,1800.27,773291.73,1001.09,772652.21,1203.4,772413.6,1280.52,772474.72,1495.67,776907.48,1640.19,772048.83,1800.5
NAA02_12_4_10,4,10,12,480,high,high,normal,109275.49,5.3,108823.04,5.84,108626.76,11.03,108434.31,22.65,108044.43,31.2,108247.86,43.7,108212.99,181.8,108280.64,247.4,108279.43,217,108222.57,261.9,108167.33,658.97,107960.39,572.94,107960.39,760.4,108024.02,730.49,107980.74,907.61,108044.91,1401.86,107936.03,1800.2
NAA02_12_4_60,4,60,12,2880,high,high,normal,677195.06,165.5,658585.83,491.84,653712.3,835.46,655215.8,1319.62,651869.9,1502.3,652246.39,1549.2,655957.9,1800.1,657425.25,1370.6,656436.38,1699.6,656608.7,1734,664989.14,1800.33,666005.42,1203.79,667410.56,1539.3,659756.41,1800.47,662617.86,1800.19,677708.81,1800.76,676122.42,1800.3
NAA02_12_4_120,4,120,12,5760,high,high,normal,1359628.68,433.9,1334257.31,1047.8775,1335642.17,1373.27,1396605.79,1455.83,1359948.48,1505.4,1376765.94,1669.8,1351622.92,1800.2,1364919.06,1418,1354847.39,1800.4,1372044.6,1800.7,1355810.72,1800.24,1366960.16,1203.57,1363204.59,1800.4,1368583.23,1800.46,1381256.41,1800.74,1392666.63,1801.31,1437536.96,1800.1
NAA02_12_6_10,6,10,12,720,high,high,normal,161615.34,20.6,160124.01,49.31,159644.7,74.95,159255.77,219.72,159016.73,284.1,159278.75,575.7,159169.93,920.8,159025.26,879.6,159015.26,696,159066.78,1342.6,159461.49,1800.33,159388.72,1200.62,159373.26,1213.6,159327.46,1800.14,159159.26,1800.41,159035.93,1800.85,160213,1800.1
NAA02_12_6_60,6,60,12,4320,high,high,normal,931629.76,280.8,922778.68,1511.55,921399.94,1554.18,927065.98,1465.38,946011.83,1512.6,949233.87,1744,942761.49,1800.4,943286.18,1471.1,942386.28,1800.5,943426.38,1800.8,959228.43,1800.15,962415.42,1214.02,958339.89,1800.3,955454.24,1800.41,955837.88,1800.74,952178.7,1801.11,982937.22,1800.3
NAA02_12_6_120,6,120,12,8640,high,high,normal,1867564.14,1058,1902378.63,1535.2769,1938090.67,1657.89,1903617.97,1801,1908403.19,1525.9,1944405.87,1801.7,1928825.48,1800.4,1919233.71,1800.4,1925110.8,1800.9,2001591.83,1801.6,1958216.02,1800.85,1951636.03,1235.07,1946254.8,1800.9,1936872.22,1800.99,1926187.43,1800.82,2011656.61,1801.53,2025994.03,1800.3
NAA02_12_15_10,15,10,12,1800,high,high,normal,358662.98,100.3,358155.08,733.97,357698.55,748.44,357563.08,1502.81,357415.5,1240.8,357280.35,1559.8,357500.9,1800.2,357907.39,1519.6,357936.61,1800.4,358746.8,1800.5,357526.72,1800.17,357350.47,1210.54,357427.88,1800.2,357479.64,1800.26,357521.05,1800.33,358065.73,1800.63,357602.12,1800.1
NAA02_12_15_60,15,60,12,10800,high,high,normal,2091774.14,1676,2089398.6,1801.05,2109130.11,1801.71,2087267.46,1800.95,2087303.85,1800.7,2084599.26,1801.6,2084826.92,1800.9,2084167.79,1801.6,2080571.82,1801,2134785.29,1802.2,2085101.92,1800.46,2120757.69,1801.11,2084373.73,1800.6,2097486.33,1800.53,2092612.46,1800.91,3060194.72,1801.33,2373485.61,1800.4
NAA02_12_15_120,15,120,12,21600,high,high,normal,4814940.82,1681.2,5392979.81,1801.9263,5186028.23,1802.47,5214329.2,1800.91,5329390.32,1802.7,5544372.64,1804.3,5592370.43,1801.1,8869093.6,1801,5951824.3,1801.2,5451307.03,1801.8,9654637.39,1800.64,5351231.31,1801.23,9118700.02,1800.8,9883812.83,1800.57,10197495.91,1800.78,10308216.25,1801.42,4714616.09,1800.2
NAA02_12_20_10,20,10,12,2400,high,high,normal,464230.87,243.6,463846.05,1362.73,463845.84,1635.19,464200.07,1800.77,464506.2,1702.4,465682.61,1800.9,464583.65,1800.2,464308.79,1800.5,464630.35,1800.6,465765.75,1801.3,464868.01,1800.13,465914.12,1325.08,465441.29,1800.4,465560.37,1800.28,465228.72,1800.76,465207.77,1801.26,466034.35,1800.2
NAA02_12_20_60,20,60,12,14400,high,high,normal,2679617.49,1803.1,2670289.33,1801.83,3343210.58,1802.69,2677360.64,1801.22,3242843.75,1801.4,6590672.57,1803.8,2662880.71,1801.2,2792928.46,1801.1,3593505.39,1801.3,7100909.98,1802.8,3046928.38,1800.75,3471167.4,1800.81,3444415.63,1802.5,6588318.55,1801.12,3825186.61,1801.54,3996901.8,1801.85,3068158.8,1801
NAA02_12_20_120,20,120,12,28800,high,high,normal,6115680.42,1793.9,6282962.44,1801.81,6641651.32,1803.38,12366067.27,1800.9,6745031.5,1801.9,6898288,1802.5,13827115.47,1800.5,12762231.52,1801.2,13440468.75,1801.4,7587277.45,1802.8,14231229.8,1800.66,7129037.78,1800.9,14107085.51,1800.7,7425432.36,1800.99,14779920.78,1800.92,14564556.88,1802.53,5797441.82,1471.8
NAA03_12_2_10,2,10,12,240,high,high,normal,78527.72,1,78031.2,1.29,78448.52,3.68,78282.65,3.05,77638.39,3.5,76786.96,4.5,78005.75,10.4,77876.76,15,76940.53,21.2,76731.65,27.4,77157.12,40.62,77058.99,30.57,76913.85,37.4,76913.85,55.19,76913.85,66.23,76882.36,93.7,76514.79,1800.1
NAA03_12_2_60,2,60,12,1440,high,high,normal,433930.85,11.5,404874.96,13.13,398113.62,42.09,403950.17,70.55,394407.13,113.2,392640.14,187.5,400047.17,162.9,393449.69,388.9,391885.18,460,391640.63,651.9,397590.79,653.17,391412.98,649.28,391278.4,1005.7,391314.19,1042.06,391098.83,1384.92,390902.64,1388.99,391021.72,1800.1
NAA03_12_2_120,2,120,12,2880,high,high,normal,854540.89,45.5,842374.5,104.51,818934.32,205.59,842029.58,252.21,814786.41,357.3,812871.59,696.8,833756.57,271,812374.54,683,811019.15,1005,810766.64,1192.6,828445.75,1665.7,810788.97,980.4,810564.56,1204.1,810080.88,1274.24,810318.93,1444.93,814233.54,1586.64,809307.49,1800.1
NAA03_12_4_10,4,10,12,480,high,high,normal,113853.73,4.5,113010.6,5.21,113414.33,11.15,113513.44,18.92,112698.4,26.2,112503.96,29.7,112668.83,51.3,112301.96,84,112282.03,85.1,112216.07,153.9,112561.69,484.95,112290.09,588.17,112290.09,624.6,112250.69,787.9,112228.96,848.45,112150.27,1318.96,112614.27,1800.1
NAA03_12_4_60,4,60,12,2880,high,high,normal,686203.3,107.8,678694.54,479.18,670670.91,694.86,673778.23,1375.02,667936.45,1277.1,673647.77,1525,675448.82,1350.8,672352.94,1361.5,672280.16,1562.2,676869.88,1757.2,678615.83,1800.47,681691.27,1202.63,683021.68,1279.7,681115.12,1800.23,684629.25,1800.32,696323.56,1800.67,716552.97,1800
NAA03_12_4_120,4,120,12,5760,high,high,normal,1382135.36,500.3,1359202.6,1095.0524,1350914.46,1533,1365357.95,1404.52,1377625.57,1508.4,1447850.24,1759.9,1434099.49,1800.4,1422124.87,1422,1448576.59,1800.3,1462961.18,1800.5,1440069.39,1800.35,1431298.04,1206.67,1420644.62,1596.5,1407286.08,1800.66,1474987.09,1800.43,1433701.97,1801.3,1598857.45,1800.2
NAA03_12_6_10,6,10,12,720,high,high,normal,159128.26,11.3,157601.05,19.77,157376.22,42.55,157073.56,95.64,157160.46,146.5,156914.5,224.2,157192.9,782.7,157096.56,724.4,156734.16,601.5,156770.84,687.7,156669.02,1728.2,156813.62,1201.95,156662.99,1221.8,156700.01,1800.76,156620.85,1800.51,156735.72,1800.65,157047.15,1800
NAA03_12_6_60,6,60,12,4320,high,high,normal,943906.35,535.1,936766.71,1540.87,964006.7,1571.49,943025.48,1538.16,953514.71,1503.2,964698.01,1800.7,985537.37,1800.5,973282.66,1669.6,968015.47,1800.4,965117.7,1800.9,967883.09,1800.14,971283.24,1205.77,982206.36,1800.3,972876.65,1800.41,969195.02,1800.56,971136.27,1800.84,1003229.53,1800.1
NAA03_12_6_120,6,120,12,8640,high,high,normal,1867668.61,950.1,1921997.03,1516.54,1941292.93,1665,1943651.68,1800.34,1926136.4,1516,1915463.23,1801.1,1929110.17,1800.9,1921830.18,1738.4,1909811.41,1801.2,1915092.1,1801.7,1982344.19,1800.52,1979309.9,1218.71,1962164.43,1800.6,1948165.65,1800.62,1936973.53,1800.66,1941463.59,1801.08,2005050,1800.5
NAA03_12_15_10,15,10,12,1800,high,high,normal,349601.69,120.6,348982.17,646.9,349047.11,1120.84,349111.98,1800.27,349152.7,1623.9,349628.95,1800.8,349435.76,1800.3,349259.04,1800.3,349534.95,1800.3,350370.37,1800.6,349843.44,1800.22,350270.66,1377.77,349645.47,1800.2,350016.37,1800.39,350128.41,1800.93,351620.14,1800.93,349758.93,1800.1
NAA03_12_15_60,15,60,12,10800,high,high,normal,2090001.8,1660.4,2082007.83,1801.33,2074464.96,1802.27,2169079.79,1801.28,2074952.12,1801,2075904.95,1801.7,2075084.89,1801.4,2076259.41,1801.3,2072616.05,1801.6,2093619.39,1802.2,2078857.08,1801.38,2075878.91,1801.16,2078217.46,1800.8,2066377.37,1801.19,2109231.67,1801.23,2999604.65,1801.19,2276493.79,1800.4
NAA03_12_15_120,15,120,12,21600,high,high,normal,4598384.9,1680.2,5092008.24,1801.61,5079595.3,1803.94,5443039.62,1801.37,5216394.77,1801.5,5451290.37,1803.3,9210172.81,1800.5,5306297.69,1801.4,5906362.13,1801.4,6061991.24,1803.8,10147356.38,1800.44,5351215.39,1801.96,9375081.8,1801.7,9756965.1,1801.02,9560985.62,1800.39,10078719.27,1800.8,4575580.84,1692.5
NAA03_12_20_10,20,10,12,2400,high,high,normal,460416.93,205.8,459639.53,1218.66,460386.16,1761.78,459265.73,1800.33,459751.26,1759.1,461322.59,1801.6,460605.31,1800.3,459968.84,1800.4,461132.55,1800.3,461933.06,1800.8,460057.08,1800.63,460952.87,1569.76,460551.15,1800.5,461169.47,1800.9,461715.53,1800.32,464946.68,1800.88,461286.32,1800.3
NAA03_12_20_60,20,60,12,14400,high,high,normal,2657909.02,1756.8,2667052.5,1801.08,3397228.43,1804.31,2777900.26,1800.92,3319472.04,1801.8,3597303.51,1803.6,2659944.25,1800.8,2839426.61,1800.9,3484077.69,1801.2,3776365.14,1801.4,2659622.07,1800.73,3005688.32,1800.85,3400201.18,1801.4,2745663.77,1801.05,3804143.2,1800.74,3979553.22,1801.88,3121856.39,1754.9
NAA03_12_20_120,20,120,12,28800,high,high,normal,5585840.32,1722.2,5954042.63,1801.3,6845532.55,1803.14,6615379.19,1801.66,6506250.97,1801.3,6949466.57,1803.7,13527013.76,1803.1,6782732.23,1800.8,7159383.31,1801.6,7274928.08,1802.2,13531381.77,1752.82,6651330.49,1795.27,13072713.91,1801,13576643.97,1801.32,14011916.29,1801.56,13732299.6,1801.78,6330157.92,1148.5
NAA04_12_2_10,2,10,12,240,high,high,normal,77778.76,1.4,71660,1.4952,70153.06,3.4,70450.24,2.81,70034.2,6.9,69634.76,10.8,69449.63,5.5,69690.55,19.5,69634.86,34.6,68538.46,27.8,68908.26,49.53,68085.53,40.2,68007.23,60.4,68014.28,84.82,67960.46,114.07,68026.93,118.34,68026.52,1800.1
